Name,ΔGˢᵒˡᵛ,ΔGˢᵒˡᵛᵉʳʳ,ΔHˢᵒˡᵛ,ΔHˢᵒˡᵛᵉʳʳ,ΔSˢᵒˡᵛ,ΔSˢᵒˡᵛᵉʳʳ,ΔGᶜᵒᵐᵖᶜᵒʳʳ,ΔGᶜᵒᵐᵖᵘⁿᶜᵒʳʳ,ΔHᶜᵒᵐᵖ,ΔHᶜᵒᵐᵖᵉʳʳ,ΔSᶜᵒᵐᵖ,ΔSᶜᵒᵐᵖᵉʳʳ,ΔGᵃⁿᵃᶜᵒᵐᵖᶜᵒʳʳ,ΔGᵇᶦⁿᵈᶜᵒʳʳ,ΔHᵇᶦⁿᵈ,ΔHᵇᶦⁿᵈᵉʳʳ,ΔSᵇᶦⁿᵈ,ΔSᵇᶦⁿᵈᵉʳʳ,ΔGˢᵒˡᵛᵉˡᵉ,ΔGˢᵒˡᵛᵛᵈʷ,ΔGᶜᵒᵐᵖᵉˡᵉ,ΔGᶜᵒᵐᵖᵛᵈʷ,ΔGⁿᵒⁱᵒⁿ,ΔGᵉˣᵖ,ΔGᵉˡᵉⁿᵒⁱᵒⁿ,ΔGᵛᵈʷⁿᵒⁱᵒⁿ,ΔGᵍᵃˢ,ΔGˢᵒˡ,ΔGᵉˡᵉᵍᵃˢ,ΔGᵉˡᵉˢᵒˡ,ΔGᵛᵈʷᵍᵃˢ,ΔGᵛᵈʷˢᵒˡ
,-5.487,0.042,-15794810.201,4849648.701,15794804.713,4849648.701,,,,,,,,,,,,,-7.673,2.187,,,,,,,-1.975,-3.511,4.44,-12.113,-6.415,8.602
