Name,ΔGˢᵒˡᵛ,ΔGˢᵒˡᵛᵉʳʳ,ΔGᶜᵒᵐᵖᶜᵒʳʳ,ΔGᶜᵒᵐᵖᵘⁿᶜᵒʳʳ,ΔGᶜᵒᵐᵖᶜᵒʳʳᵉʳʳ,ΔGᵃⁿᵃᶜᵒᵐᵖᶜᵒʳʳ,ΔGᵇᶦⁿᵈᶜᵒʳʳ,ΔGˢᵒˡᵛᵉˡᵉ,ΔGˢᵒˡᵛᵛᵈʷ,ΔGᶜᵒᵐᵖᵉˡᵉ,ΔGᶜᵒᵐᵖᵛᵈʷ,ΔGⁿᵒⁱᵒⁿ,ΔGᵉˣᵖ,ΔGᵉˡᵉⁿᵒⁱᵒⁿ,ΔGᵛᵈʷⁿᵒⁱᵒⁿ,ΔGᵍᵃˢ,ΔGˢᵒˡ,ΔGᵉˡᵉᵍᵃˢ,ΔGᵉˡᵉˢᵒˡ,ΔGᵛᵈʷᵍᵃˢ,ΔGᵛᵈʷˢᵒˡ
,-5.487,0.042,,,,,,-7.673,2.187,,,,,,,-1.975,-3.511,4.44,-12.113,-6.415,8.602
