CHCl3-water_1_6_37-tinkermincart_0.8.alz 1.13221809
CHCl3-water_1_6_37-tinkermincart_0.85.alz -0.39588208
CHCl3-water_1_6_37-tinkermincart_0.9.alz -0.99167928
CHCl3-water_1_6_37-tinkermincart_1.alz -1.08028329
CHCl3-water_1_6_37-tinkermincart_1.1.alz -0.81144492
CHCl3-water_1_6_37-tinkermincart_1.2.alz -0.56562021
CHCl3-water_1_6_37-tinkermincart_1.4.alz -0.27629753
CHCl3-water_1_7_38-tinkermincart_0.8.alz 0.97401417
CHCl3-water_1_7_38-tinkermincart_0.85.alz -0.41710600
CHCl3-water_1_7_38-tinkermincart_0.9.alz -0.97150429
CHCl3-water_1_7_38-tinkermincart_1.alz -1.05886833
CHCl3-water_1_7_38-tinkermincart_1.1.alz -0.80097002
CHCl3-water_1_7_38-tinkermincart_1.2.alz -0.56059815
CHCl3-water_1_7_38-tinkermincart_1.4.alz -0.27414764
CHCl3-CHCl3_1_10_24-tinkermincart_0.8.alz 1.51933383
CHCl3-CHCl3_1_10_24-tinkermincart_0.85.alz -0.39526739
CHCl3-CHCl3_1_10_24-tinkermincart_0.9.alz -1.13207784
CHCl3-CHCl3_1_10_24-tinkermincart_1.alz -1.19833767
CHCl3-CHCl3_1_10_24-tinkermincart_1.1.alz -0.83234322
CHCl3-CHCl3_1_10_24-tinkermincart_1.2.alz -0.52238978
CHCl3-CHCl3_1_10_24-tinkermincart_1.4.alz -0.19501757
