
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.9.4   September 2021                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2021               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Additional Atom Definition Parameters :

     Type  Class  Symbol  Description               Atomic    Mass   Valence

      402   402     Cl    CHCl3                       17     35.453     1
      401   401     C     CHCl3                        6     12.011     4
      403   403     H     CHCl3                        1      1.008     1

 Additional Bond Stretching Parameters :

     Atom Classes             K(S)         Length

       401 402             272.148         1.7600
       403 401             391.278         1.0900

 Additional Angle Bending Parameters :

     Atom Classes             K(B)          Angle

     402 401 402           114.900        111.250
     403 401 402            43.615        107.620

 Additional Stretch-Bend Parameters :

     Atom Classes          K(SB)-1        K(SB)-2

     402 401 402             5.713          5.713
     403 401 402             5.713          5.713

 Additional Atomic Multipole Parameters :

     Atom Type     Coordinate Frame Definition         Multipole Moments

         402      401      0      0   Z-Only      -0.09880
                                                   0.00000  0.00000  0.05552
                                                  -0.65260
                                                   0.00000 -0.65260
                                                   0.00000  0.00000  1.30520

         401      402    402    402   3-Fold       0.19385
                                                  -0.00213  0.00000  0.32219
                                                   0.30491
                                                   0.00000  0.30607
                                                   0.00059  0.00000 -0.61098

         403      401      0      0   Z-Only       0.10255
                                                   0.00000  0.00000 -0.18734
                                                   0.03579
                                                   0.00000  0.03579
                                                   0.00000  0.00000 -0.07158

 Additional Atomic Dipole Polarizability Parameters :

     Atom Type           Alpha       Thole     Group Atom Types

         402             2.337       0.390         401
         401             1.620       0.390         402  403
         403             0.480       0.390         401

 Additional van der Waals Parameters :

     Atom Class               Size        Epsilon        Reduction

         401                3.8200         0.1010          0.000
         402                3.8980         0.3620          0.000
         403                2.9600         0.0240          0.920

 Additional Solvation Parameters :

     Atom Type                PB Size     CS Size     GK Size

         403             2.9089      2.8360      3.5214
         401             3.3967      3.2550      4.7385

 Limited Memory BFGS Quasi-Newton Optimization :

 QN Iter     F Value      G RMS      F Move   X Move   Angle  FG Call  Comment

     0      197.4152   365.2002                                   1
     1       83.9876   212.1836    113.4276   0.1473    0.00      2    Success 
     2       43.6634    46.6476     40.3241   0.0453   13.93      3    Success 
     3       37.6936    34.3136      5.9698   0.0206   18.37      4    Success 
     4       28.6590    31.9757      9.0345   0.0460   18.99      5    Success 
     5       18.5338    34.0911     10.1253   0.0785   43.35      6    Success 
     6       14.7465    63.4428      3.7873   0.1342   60.09      7    Success 
     7        9.2509    35.4172      5.4956   0.0234   50.38      8    Success 
     8        5.5493    19.6797      3.7016   0.0272   40.56      9    Success 
     9        3.9310    16.5521      1.6183   0.0289   61.53     10    Success 
    10        2.1305    12.0412      1.8005   0.0472   63.94     11    Success 
    11        1.5029    17.8031      0.6276   0.0483   65.29     12    Success 
    12        0.8039     7.8734      0.6991   0.0170   63.43     13    Success 
    13        0.4311     5.8827      0.3728   0.0231   70.34     14    Success 
    14        0.0394     5.8949      0.3917   0.0454   74.14     15    Success 
    15       -0.1704     7.8599      0.2097   0.0439   76.66     16    Success 
    16       -0.3449     4.1844      0.1745   0.0472   83.75     17    Success 
    17       -0.4156     2.7956      0.0708   0.0113   76.23     18    Success 
    18       -0.5033     1.7763      0.0877   0.0291   77.42     19    Success 
    19       -0.5262     1.2720      0.0229   0.0168   80.09     20    Success 
    20       -0.5326     0.9727      0.0064   0.0102   83.38     21    Success 
    21       -0.5354     0.5439      0.0028   0.0025   79.08     22    Success 
    22       -0.5393     0.4256      0.0038   0.0098   82.42     23    Success 
    23       -0.5422     0.3643      0.0030   0.0083   81.64     24    Success 
    24       -0.5456     0.3008      0.0034   0.0103   81.26     25    Success 
    25       -0.5475     1.0439      0.0019   0.0138   78.39     26    Success 
    26       -0.5507     0.6458      0.0032   0.0014   70.29     27    Success 
    27       -0.5556     0.4393      0.0049   0.0057   77.46     28    Success 
    28       -0.5639     0.9143      0.0082   0.0103   74.25     29    Success 
    29       -0.5754     1.4941      0.0115   0.0215   83.98     30    Success 
    30       -0.5921     2.2476      0.0168   0.0212   84.79     31    Success 
    31       -0.6213     1.8569      0.0292   0.0261   85.90     32    Success 
    32       -0.6692     2.1440      0.0479   0.0506   85.55     33    Success 
    33       -0.6862     3.6186      0.0170   0.0747   85.72     34    Success 
    34       -0.7115     1.9443      0.0254   0.0108   83.77     35    Success 
    35       -0.7245     0.8416      0.0129   0.0225   83.99     36    Success 
    36       -0.7282     0.9025      0.0038   0.0080   82.30     38    Success 
    37       -0.7314     0.6045      0.0031   0.0143   86.86     39    Success 
    38       -0.7339     0.5101      0.0026   0.0021   69.24     40    Success 
    39       -0.7355     0.7517      0.0016   0.0040   71.56     41    Success 
    40       -0.7373     0.4497      0.0018   0.0019   76.54     42    Success 
    41       -0.7391     0.5017      0.0018   0.0024   75.20     43    Success 
    42       -0.7421     0.7347      0.0030   0.0055   80.70     44    Success 
    43       -0.7469     0.9062      0.0048   0.0103   84.26     45    Success 
    44       -0.7534     0.9023      0.0065   0.0186   85.90     46    Success 
    45       -0.7555     0.6269      0.0020   0.0083   86.12     48    Success 
    46       -0.7579     0.5659      0.0024   0.0073   83.68     49    Success 
    47       -0.7583     0.4063      0.0004   0.0163   87.49     50    Success 
    48       -0.7589     0.2967      0.0006   0.0020   83.47     51    Success 
    49       -0.7598     0.3897      0.0009   0.0025   77.83     52    Success 
    50       -0.7609     0.6224      0.0011   0.0025   80.48     53    Success 
    51       -0.7628     0.8444      0.0019   0.0034   82.82     54    Success 
    52       -0.7740     1.3670      0.0113   0.0266   83.94     56    Success 
    53       -0.7918     1.0419      0.0178   0.0272   85.67     57    Success 
    54       -0.8237     1.7384      0.0318   0.0516   85.25     58    Success 
    55       -0.8429     3.2983      0.0192   0.0519   87.49     60    Success 
    56       -0.8729     2.6506      0.0300   0.0462   88.19     61    Success 
    57       -0.9106     2.3842      0.0377   0.0548   87.04     62    Success 
    58       -0.9282     1.9527      0.0176   0.0434   87.57     64    Success 
    59       -0.9437     1.3054      0.0155   0.0200   86.03     65    Success 
    60       -0.9585     2.8755      0.0148   0.0322   84.71     66    Success 
    61       -0.9646     1.9638      0.0061   0.0087   86.46     68    Success 
    62       -0.9749     1.6745      0.0103   0.0143   86.87     69    Success 
    63       -0.9934     1.6135      0.0184   0.0236   86.24     70    Success 
    64       -1.0226     1.7820      0.0293   0.0415   86.05     71    Success 
    65       -1.0376     3.9233      0.0149   0.0417   84.35     72    Success 
    66       -1.0616     2.5411      0.0240   0.0042   76.86     73    Success 
    67       -1.0865     2.2642      0.0249   0.0400   86.61     74    Success 
    68       -1.0916     2.2931      0.0050   0.0136   78.32     75    Success 
    69       -1.1009     1.9354      0.0094   0.0084   86.23     76    Success 
    70       -1.1173     1.4749      0.0164   0.0214   86.76     77    Success 
    71       -1.1331     1.7439      0.0158   0.0414   86.16     78    Success 
    72       -1.1477     1.6535      0.0147   0.0137   83.82     79    Success 
    73       -1.1668     1.5815      0.0190   0.0088   75.44     80    Success 
    74       -1.1913     2.6158      0.0245   0.0165   79.48     81    Success 
    75       -1.2211     1.8715      0.0298   0.0198   83.18     82    Success 
    76       -1.2452     2.9101      0.0241   0.0170   80.35     83    Success 
    77       -1.2771     1.8075      0.0319   0.0070   72.68     84    Success 
    78       -1.3089     2.3595      0.0318   0.0180   78.88     85    Success 
    79       -1.3450     1.2318      0.0361   0.0149   76.98     86    Success 
    80       -1.3539     2.5994      0.0090   0.0163   79.67     87    Success 
    81       -1.3654     1.6266      0.0114   0.0043   78.50     88    Success 
    82       -1.3738     1.2456      0.0085   0.0097   80.49     89    Success 
    83       -1.3865     0.6894      0.0127   0.0136   82.81     90    Success 
    84       -1.3971     1.6906      0.0106   0.0214   79.49     91    Success 
    85       -1.4061     0.8675      0.0089   0.0037   74.98     92    Success 
    86       -1.4194     0.8289      0.0134   0.0123   78.15     93    Success 
    87       -1.4352     1.4548      0.0158   0.0207   78.76     94    Success 
    88       -1.4422     1.2211      0.0069   0.0111   78.86     95    Success 
    89       -1.4507     0.8785      0.0085   0.0121   83.25     96    Success 
    90       -1.4565     0.8704      0.0058   0.0068   80.59     97    Success 
    91       -1.4653     1.1489      0.0088   0.0098   80.27     98    Success 
    92       -1.4790     0.8218      0.0137   0.0106   79.59     99    Success 
    93       -1.4896     2.8562      0.0107   0.0268   81.05    100    Success 
    94       -1.5084     2.0166      0.0188   0.0064   81.62    101    Success 
    95       -1.5410     1.4972      0.0326   0.0176   82.41    102    Success 
    96       -1.5934     1.9279      0.0524   0.0316   80.10    103    Success 
    97       -1.6668     1.0512      0.0734   0.0436   81.02    104    Success 
    98       -1.6876     3.0371      0.0208   0.0277   80.30    106    Success 
    99       -1.7161     2.5806      0.0285   0.0191   84.88    107    Success 
   100       -1.7581     1.4646      0.0419   0.0275   84.23    108    Success 
   101       -1.7909     3.9327      0.0329   0.0528   82.70    109    Success 
   102       -1.8384     2.4511      0.0475   0.0097   77.56    110    Success 
   103       -1.8971     1.1006      0.0587   0.0285   81.25    111    Success 
   104       -1.9183     2.2655      0.0213   0.0273   81.08    113    Success 
   105       -1.9410     1.5451      0.0226   0.0144   80.60    114    Success 
   106       -1.9506     1.1792      0.0096   0.0144   85.14    115    Success 
   107       -1.9618     1.3051      0.0112   0.0097   81.48    116    Success 
   108       -1.9806     1.4358      0.0188   0.0164   82.47    117    Success 
   109       -2.0099     2.2923      0.0293   0.0265   82.91    118    Success 
   110       -2.0567     3.1012      0.0468   0.0320   84.27    119    Success 
   111       -2.1207     4.6634      0.0640   0.0511   85.76    120    Success 
   112       -2.2025     4.8859      0.0818   0.0388   84.93    121    Success 
   113       -2.3285     3.8428      0.1260   0.0260   80.73    122    Success 
   114       -2.4770     6.4049      0.1485   0.0540   81.27    123    Success 
   115       -2.6287     5.4741      0.1517   0.0222   74.85    124    Success 
   116       -2.7033     7.2180      0.0747   0.0340   82.74    125    Success 
   117       -2.7802     3.9495      0.0768   0.0169   81.17    126    Success 
   118       -2.8306     1.9978      0.0504   0.0170   75.99    127    Success 
   119       -2.8975     2.5552      0.0670   0.0272   76.58    128    Success 
   120       -2.9472     4.0984      0.0497   0.0319   82.07    129    Success 
   121       -3.0122     2.3327      0.0650   0.0133   76.80    130    Success 
   122       -3.0805     1.9675      0.0683   0.0227   76.64    131    Success 
   123       -3.1436     2.6975      0.0631   0.0316   77.31    132    Success 
   124       -3.1862     2.1161      0.0426   0.0194   81.12    133    Success 
