
Host: node165.bme.utexas.edu

Timers On : Sat Nov 18 08:44:55 2023
Timers Off: Sat Nov 18 08:45:22 2023

Wall Time:       26.92 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| | | DFH: compute_K                :     11.217u      0.017s      1.356w     10 calls
| | DFH: compute_wK()               :     22.167u      1.517s      2.844w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.033u      0.000s      0.005w     10 calls
HF: Form D                          :      0.000u      0.000s      0.001w     10 calls
HF: DIIS                            :      2.000u      0.083s      0.356w      9 calls
HF: Form C                          :      0.867u      0.000s      0.104w      9 calls

**************************************************************************************

Host: node165.bme.utexas.edu

Timers On : Sat Nov 18 08:46:31 2023
Timers Off: Sat Nov 18 08:46:54 2023

Wall Time:       23.28 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      4.333u      0.100s      0.555w      1 calls
build grid                          :      3.050u      0.033s      0.371w      1 calls
post-process grid                   :      1.283u      0.067s      0.183w      1 calls
DFH: sparsity prep                  :      0.150u      0.017s      0.100w      1 calls
Libint2ERI::Libint2ERI              :      0.600u      0.017s      0.129w      7 calls
DFH: initialize()                   :     57.167u      1.867s      8.053w      1 calls
Libint2ErfERI::Libint2ErfERI        :      0.583u      0.017s      0.071w      1 calls
DFH: AO Construction                :      6.917u      0.150s      0.849w      1 calls
DFH: AO-Met. Contraction            :     22.017u      0.383s      2.986w      2 calls
DFH: wAO Construction               :     12.150u      0.000s      1.463w      1 calls
DFH: wAO Copy                       :      5.417u      0.183s      0.901w      1 calls
HF: Form core H                     :      0.267u      0.000s      0.031w      1 calls
HF: Form S/X                        :      0.100u      0.000s      0.013w      1 calls
HF: Guess                           :      0.500u      0.017s      0.062w      1 calls
SAD Guess                           :      0.483u      0.017s      0.061w      1 calls
HF: Form G                          :     96.017u      2.667s     11.879w     10 calls
RV: Form V                          :     56.533u      0.467s      6.865w     10 calls
Properties                          :     10.903p                          36800 calls
Functional                          :      2.713p                          36800 calls
V_xc                                :     20.596p                          36800 calls
JK: D                               :      0.000u      0.000s      0.002w     10 calls
JK: USO2AO                          :      0.017u      0.000s      0.000w     10 calls
JK: JK                              :     39.367u      2.183s      5.005w     10 calls
DFH: compute_JK()                   :     17.133u      0.633s      2.145w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      3.217u      0.033s      0.389w     10 calls
DFH: compute_K                      :     11.133u      0.017s      1.345w     10 calls
DFH: compute_wK()                   :     22.150u      1.550s      2.855w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.033s      0.005w     10 calls
HF: Form D                          :      0.017u      0.000s      0.002w     10 calls
HF: DIIS                            :      1.250u      0.100s      0.162w      9 calls
HF: Form C                          :      0.850u      0.000s      0.104w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      4.333u      0.100s      0.555w      1 calls
| build grid                        :      3.050u      0.033s      0.371w      1 calls
| post-process grid                 :      1.283u      0.067s      0.183w      1 calls
DFH: sparsity prep                  :      0.150u      0.017s      0.100w      1 calls
| Libint2ERI::Libint2ERI            :      0.100u      0.017s      0.067w      1 calls
DFH: initialize()                   :     57.167u      1.867s      8.053w      1 calls
| Libint2ERI::Libint2ERI            :      0.500u      0.000s      0.062w      6 calls
| Libint2ErfERI::Libint2ErfERI      :      0.583u      0.017s      0.071w      1 calls
| DFH: AO Construction              :      6.917u      0.150s      0.849w      1 calls
| DFH: AO-Met. Contraction          :     22.017u      0.383s      2.986w      2 calls
| DFH: wAO Construction             :     12.150u      0.000s      1.463w      1 calls
| DFH: wAO Copy                     :      5.417u      0.183s      0.901w      1 calls
HF: Form core H                     :      0.267u      0.000s      0.031w      1 calls
HF: Form S/X                        :      0.100u      0.000s      0.013w      1 calls
HF: Guess                           :      0.500u      0.017s      0.062w      1 calls
| SAD Guess                         :      0.483u      0.017s      0.061w      1 calls
HF: Form G                          :     96.017u      2.667s     11.879w     10 calls
| RV: Form V                        :     56.533u      0.467s      6.865w     10 calls
| | Properties                      :     10.903p                          36800 calls
| | Functional                      :      2.713p                          36800 calls
| | V_xc                            :     20.596p                          36800 calls
| JK: D                             :      0.000u      0.000s      0.002w     10 calls
| JK: USO2AO                        :      0.017u      0.000s      0.000w     10 calls
| JK: JK                            :     39.367u      2.183s      5.005w     10 calls
| | DFH: compute_JK()               :     17.133u      0.633s      2.145w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      3.217u      0.033s      0.389w     10 calls
| | | DFH: compute_K                :     11.133u      0.017s      1.345w     10 calls
| | DFH: compute_wK()               :     22.150u      1.550s      2.855w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.000u      0.033s      0.005w     10 calls
HF: Form D                          :      0.017u      0.000s      0.002w     10 calls
HF: DIIS                            :      1.250u      0.100s      0.162w      9 calls
HF: Form C                          :      0.850u      0.000s      0.104w      9 calls

**************************************************************************************

Host: node165.bme.utexas.edu

Timers On : Sat Nov 18 08:46:55 2023
Timers Off: Sat Nov 18 08:47:17 2023

Wall Time:       22.19 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      4.550u      0.117s      0.620w      1 calls
build grid                          :      3.467u      0.067s      0.425w      1 calls
post-process grid                   :      1.067u      0.050s      0.195w      1 calls
DFH: sparsity prep                  :      0.167u      0.017s      0.101w      1 calls
Libint2ERI::Libint2ERI              :      0.617u      0.017s      0.130w      7 calls
DFH: initialize()                   :     54.983u      1.417s      7.517w      1 calls
Libint2ErfERI::Libint2ErfERI        :      0.583u      0.017s      0.071w      1 calls
DFH: AO Construction                :      6.733u      0.150s      0.827w      1 calls
