
Host: node44.bme.utexas.edu

Timers On : Thu Nov  4 14:10:01 2021
Timers Off: Thu Nov  4 14:10:36 2021

Wall Time:       35.24 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.067u      0.000s      0.043w      1 calls
DFH: initialize()                   :     14.867u      0.650s      0.895w      1 calls
DFH: AO Construction                :      2.683u      0.000s      0.134w      1 calls
DFH: AO-Met. Contraction            :      1.100u      0.050s      0.058w      1 calls
HF: Form core H                     :      0.183u      0.017s      0.011w      1 calls
HF: Form S/X                        :      0.033u      0.017s      0.002w      1 calls
HF: Guess                           :     19.283u      1.167s      1.175w      1 calls
SAD Guess                           :     19.050u      1.150s      1.162w      1 calls
HF: Form G                          :      3.017u      0.067s      0.156w     11 calls
JK: D                               :      0.017u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.017u      0.000s      0.000w     11 calls
JK: JK                              :      2.967u      0.067s      0.153w     11 calls
DFH: compute_JK()                   :      2.967u      0.067s      0.153w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.417u      0.017s      0.022w     11 calls
DFH: compute_K                      :      2.550u      0.050s      0.130w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.283u      0.033s      0.017w     10 calls
DIISManager::add_entry              :      0.150u      0.017s      0.006w     10 calls
DIISManager::extrapolate            :      0.067u      0.017s      0.004w     10 calls
bMatrix setup                       :      0.017u      0.017s      0.002w     10 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     10 calls
New vector                          :      0.017u      0.000s      0.001w     10 calls
HF: Form C                          :      0.267u      0.017s      0.014w     10 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.067u      0.000s      0.043w      1 calls
DFH: initialize()                   :     14.867u      0.650s      0.895w      1 calls
| DFH: AO Construction              :      2.683u      0.000s      0.134w      1 calls
| DFH: AO-Met. Contraction          :      1.100u      0.050s      0.058w      1 calls
HF: Form core H                     :      0.183u      0.017s      0.011w      1 calls
HF: Form S/X                        :      0.033u      0.017s      0.002w      1 calls
HF: Guess                           :     19.283u      1.167s      1.175w      1 calls
| SAD Guess                         :     19.050u      1.150s      1.162w      1 calls
HF: Form G                          :      3.017u      0.067s      0.156w     11 calls
| JK: D                             :      0.017u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.017u      0.000s      0.000w     11 calls
| JK: JK                            :      2.967u      0.067s      0.153w     11 calls
| | DFH: compute_JK()               :      2.967u      0.067s      0.153w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.417u      0.017s      0.022w     11 calls
| | | DFH: compute_K                :      2.550u      0.050s      0.130w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     11 calls
HF: Form F                          :      0.000u      0.000s      0.001w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.283u      0.033s      0.017w     10 calls
| DIISManager::add_entry            :      0.150u      0.017s      0.006w     10 calls
| DIISManager::extrapolate          :      0.067u      0.017s      0.004w     10 calls
| | bMatrix setup                   :      0.017u      0.017s      0.002w     10 calls
| | bMatrix pseudoinverse           :      0.017u      0.000s      0.001w     10 calls
| | New vector                      :      0.017u      0.000s      0.001w     10 calls
HF: Form C                          :      0.267u      0.017s      0.014w     10 calls

**************************************************************************************

Host: node44.bme.utexas.edu

Timers On : Thu Nov  4 17:21:17 2021
Timers Off: Thu Nov  4 18:01:54 2021

Wall Time:     2436.78 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      5.450u      0.050s      3.309w     36 calls
DFH: initialize()                   :    507.667u     10.583s    311.010w     36 calls
DFH: AO Construction                :    129.800u      2.783s     79.571w     36 calls
DFH: AO-Met. Contraction            :    265.533u      5.750s    162.765w     36 calls
HF: Form core H                     :      0.033u      0.050s      0.497w     18 calls
HF: Form S/X                        :      0.567u      0.000s      0.316w     18 calls
HF: Guess                           :      0.950u      0.017s      0.565w     18 calls
SAD Guess                           :      0.883u      0.017s      0.538w      1 calls
HF: Form G                          :    398.967u     13.317s    247.327w    324 calls
JK: D                               :      0.350u      0.000s      0.224w    630 calls
JK: USO2AO                          :      0.067u      0.000s      0.050w    630 calls
JK: JK                              :   1086.600u     38.600s    675.092w    630 calls
DFH: compute_JK()                   :   1086.583u     38.600s    675.086w    630 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.001w    630 calls
DFH: compute_J                      :     93.467u      0.367s     56.146w    630 calls
DFH: compute_K                      :    992.783u     37.667s    618.313w    630 calls
JK: AO2USO                          :      0.000u      0.000s      0.002w    630 calls
HF: Form F                          :      0.150u      0.000s      0.046w    324 calls
HF: Form D                          :      0.133u      0.000s      0.092w    324 calls
HF: DIIS                            :      3.267u      0.750s      2.600w    323 calls
DIISManager::add_entry              :      0.150u      0.033s      0.248w    306 calls
DIISManager::extrapolate            :      0.467u      0.700s      0.658w    306 calls
bMatrix setup                       :      0.133u      0.400s      0.306w    306 calls
bMatrix pseudoinverse               :      0.033u      0.000s      0.028w    306 calls
New vector                          :      0.300u      0.300s      0.321w    306 calls
HF: Form C                          :      8.300u      0.133s      5.038w    323 calls
DFMP2 Singles                       :      0.083u      0.000s      0.049w     18 calls
DFMP2 Aia                           :    109.250u      4.167s     68.178w     18 calls
DFMP2 (A|mn)                        :     87.183u      0.017s     52.310w     18 calls
DFMP2 (A|mn)C_mi                    :      8.333u      0.000s      5.028w     18 calls
DFMP2 (A|mi)C_na                    :      5.967u      0.017s      3.583w     18 calls
DFMP2 Aia Write                     :      0.033u      1.000s      0.640w     18 calls
DFMP2 iaQ                           :     57.817u      5.100s     38.131w     18 calls
DFMP2 Metric                        :     18.433u      0.017s     11.066w     18 calls
DFMP2 Aia Read                      :      0.000u      0.617s      0.393w     18 calls
DFMP2 (Q|A)(A|ia)                   :     38.367u      0.017s     23.024w     36 calls
DFMP2 Qia Write                     :      0.017u      1.150s      0.701w     18 calls
DFMP2 Qia Read                      :      0.500u      1.083s      0.963w     54 calls
DFMP2 Bia Write                     :      0.000u      1.167s      0.725w     18 calls
DFMP2 aiQ                           :      0.550u      2.317s      1.894w     18 calls
DFMP2 Tij                           :    438.033u     10.767s    269.651w     18 calls
DFMP2 Cia Read                      :      0.033u      1.067s      0.650w     36 calls
DFMP2 I                             :    367.617u      0.183s    220.655w     36 calls
DFMP2 T2                            :     48.717u      0.283s     29.394w     36 calls
DFMP2 G                             :    183.117u      0.083s    109.954w     18 calls
