
Host: node35.bme.utexas.edu

Timers On : Mon Oct  5 15:26:23 2020
Timers Off: Mon Oct  5 15:26:47 2020

Wall Time:       24.38 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Host: node35.bme.utexas.edu

Timers On : Mon Oct  5 15:28:11 2020
Timers Off: Mon Oct  5 15:28:35 2020

Wall Time:       23.62 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      5.883u      0.467s      0.480w      6 calls
JK: (A|mn)                          :      1.500u      0.000s      0.112w      6 calls
JK: (A|Q)^-1/2                      :     14.667u      1.217s      1.192w      6 calls
JK: (Q|mn)                          :      0.150u      0.017s      0.011w      6 calls
JK: (A|mn)^L                        :      0.633u      0.000s      0.049w      6 calls
JK: (A|Q)^-1                        :     14.800u      1.267s      1.203w      6 calls
JK: (Q|mn)^L                        :      0.117u      0.050s      0.011w      6 calls
JK: (A|mn)^R                        :      0.733u      0.017s      0.056w      6 calls
HF: Form core H                     :      1.767u      0.167s      0.164w      6 calls
HF: Form S/X                        :      0.050u      0.000s      0.005w      6 calls
HF: Guess                           :     19.683u      1.567s      1.667w      6 calls
SAD Guess                           :     19.300u      1.533s      1.636w      2 calls
HF: Form G                          :     50.717u      1.183s      3.897w     56 calls
RV: Form V                          :     47.750u      0.900s      3.651w     56 calls
Properties                          :      6.597p                          65373 calls
Functional                          :     19.810p                          65373 calls
V_xc                                :      5.508p                          59042 calls
JK: D                               :      0.000u      0.000s      0.002w     56 calls
JK: USO2AO                          :      0.050u      0.000s      0.002w     56 calls
JK: JK                              :      2.817u      0.267s      0.231w     56 calls
JK: J                               :      0.333u      0.033s      0.025w     56 calls
JK: J1                              :      0.167u      0.033s      0.012w     56 calls
JK: J2                              :      0.133u      0.000s      0.011w     56 calls
JK: K                               :      0.633u      0.033s      0.051w     56 calls
JK: K1                              :      0.333u      0.017s      0.029w     56 calls
JK: K2                              :      0.267u      0.017s      0.021w     56 calls
JK: wK                              :      1.450u      0.133s      0.121w    112 calls
JK: wK1                             :      1.167u      0.117s      0.091w    224 calls
JK: wK2                             :      0.217u      0.017s      0.026w    112 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     56 calls
HF: Form F                          :      0.050u      0.000s      0.002w     56 calls
HF: Form D                          :      0.000u      0.000s      0.002w     56 calls
HF: DIIS                            :      1.133u      0.067s      0.098w     54 calls
DIISManager::add_entry              :      0.433u      0.033s      0.045w     50 calls
DIISManager::extrapolate            :      0.150u      0.000s      0.016w     50 calls
bMatrix setup                       :      0.033u      0.000s      0.005w     50 calls
bMatrix pseudoinverse               :      0.067u      0.000s      0.006w     50 calls
New vector                          :      0.017u      0.000s      0.003w     50 calls
HF: Form C                          :      0.300u      0.017s      0.027w     54 calls
Grad: V T Perturb                   :     15.667u      2.033s      1.330w      6 calls
Grad: S                             :      0.050u      0.000s      0.003w      6 calls
Grad: JK                            :     65.183u      4.983s      5.499w      6 calls
JKGrad: Amn                         :     11.767u      0.883s      1.143w      6 calls
JKGrad: Awmn                        :      2.117u      0.100s      0.166w      6 calls
JKGrad: AB                          :     15.067u      1.167s      1.217w      6 calls
JKGrad: UV                          :      0.133u      0.017s      0.011w      6 calls
JKGrad: ABx                         :     13.433u      1.083s      1.089w      6 calls
JKGrad: Amnx                        :     17.617u      1.317s      1.443w      6 calls
Grad: XC                            :      8.650u      0.200s      0.663w      6 calls
V_xc gradient                       :      1.327p                           6331 calls

--------------------------------------------------------------------------------------
V: Grid                             :      5.883u      0.467s      0.480w      6 calls
JK: (A|mn)                          :      1.500u      0.000s      0.112w      6 calls
JK: (A|Q)^-1/2                      :     14.667u      1.217s      1.192w      6 calls
JK: (Q|mn)                          :      0.150u      0.017s      0.011w      6 calls
JK: (A|mn)^L                        :      0.633u      0.000s      0.049w      6 calls
JK: (A|Q)^-1                        :     14.800u      1.267s      1.203w      6 calls
JK: (Q|mn)^L                        :      0.117u      0.050s      0.011w      6 calls
JK: (A|mn)^R                        :      0.733u      0.017s      0.056w      6 calls
HF: Form core H                     :      1.767u      0.167s      0.164w      6 calls
HF: Form S/X                        :      0.050u      0.000s      0.005w      6 calls
HF: Guess                           :     19.683u      1.567s      1.667w      6 calls
| SAD Guess                         :     19.300u      1.533s      1.636w      2 calls
HF: Form G                          :     50.717u      1.183s      3.897w     56 calls
| RV: Form V                        :     47.750u      0.900s      3.651w     56 calls
| | Properties                      :      5.057p                          59042 calls
| | Functional                      :     17.918p                          59042 calls
| | V_xc                            :      5.508p                          59042 calls
| JK: D                             :      0.000u      0.000s      0.002w     56 calls
| JK: USO2AO                        :      0.050u      0.000s      0.002w     56 calls
| JK: JK                            :      2.817u      0.267s      0.231w     56 calls
| | JK: J                           :      0.333u      0.033s      0.025w     56 calls
| | | JK: J1                        :      0.167u      0.033s      0.012w     56 calls
| | | JK: J2                        :      0.133u      0.000s      0.011w     56 calls
| | JK: K                           :      0.633u      0.033s      0.051w     56 calls
| | | JK: K1                        :      0.333u      0.017s      0.029w     56 calls
| | | JK: K2                        :      0.267u      0.017s      0.021w     56 calls
| | JK: wK                          :      1.450u      0.133s      0.121w    112 calls
| | | JK: wK1                       :      1.167u      0.117s      0.091w    224 calls
| | | JK: wK2                       :      0.217u      0.017s      0.026w    112 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     56 calls
HF: Form F                          :      0.050u      0.000s      0.002w     56 calls
HF: Form D                          :      0.000u      0.000s      0.002w     56 calls
HF: DIIS                            :      1.133u      0.067s      0.098w     54 calls
| DIISManager::add_entry            :      0.433u      0.033s      0.045w     50 calls
| DIISManager::extrapolate          :      0.150u      0.000s      0.016w     50 calls
| | bMatrix setup                   :      0.033u      0.000s      0.005w     50 calls
| | bMatrix pseudoinverse           :      0.067u      0.000s      0.006w     50 calls
| | New vector                      :      0.017u      0.000s      0.003w     50 calls
HF: Form C                          :      0.300u      0.017s      0.027w     54 calls
Grad: V T Perturb                   :     15.667u      2.033s      1.330w      6 calls
Grad: S                             :      0.050u      0.000s      0.003w      6 calls
Grad: JK                            :     65.183u      4.983s      5.499w      6 calls
| JKGrad: Amn                       :     11.767u      0.883s      1.143w      6 calls
| JKGrad: Awmn                      :      2.117u      0.100s      0.166w      6 calls
| JKGrad: AB                        :     15.067u      1.167s      1.217w      6 calls
| JKGrad: UV                        :      0.133u      0.017s      0.011w      6 calls
| JKGrad: ABx                       :     13.433u      1.083s      1.089w      6 calls
| JKGrad: Amnx                      :     17.617u      1.317s      1.443w      6 calls
Grad: XC                            :      8.650u      0.200s      0.663w      6 calls
| Properties                        :      1.540p                           6331 calls
| Functional                        :      1.892p                           6331 calls
| V_xc gradient                     :      1.327p                           6331 calls

**************************************************************************************

Host: node35.bme.utexas.edu

Timers On : Mon Oct  5 15:29:05 2020
Timers Off: Mon Oct  5 15:29:17 2020

Wall Time:       12.47 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.983u      0.233s      0.246w      3 calls
JK: (A|mn)                          :      0.867u      0.000s      0.064w      3 calls
JK: (A|Q)^-1/2                      :      7.550u      0.617s      0.613w      3 calls
