
Host: node74.bme.utexas.edu

Timers On : Tue Jun 14 11:52:02 2022
Timers Off: Tue Jun 14 11:53:16 2022

Wall Time:       74.51 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| | DFH: AO-Met. Contraction        :     67.400u      1.767s      3.474w     17 calls
| JK: D                             :      0.383u      0.033s      0.022w    289 calls
| JK: USO2AO                        :      0.383u      0.017s      0.008w    289 calls
| JK: JK                            :    629.633u     25.317s     32.853w    289 calls
| | DFH: compute_JK()               :    629.117u     25.317s     32.824w    289 calls
| | | DFH: Grabbing AOs             :      0.033u      0.000s      0.001w    289 calls
| | | DFH: compute_J                :     47.667u      0.167s      2.414w    289 calls
| | | DFH: compute_K                :    349.800u      1.100s     17.609w    289 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    289 calls
DFMP2 grad                          :    624.117u     23.067s     45.154w     17 calls
| Grad: V T Perturb                 :      5.550u      0.067s      0.280w     17 calls
| Grad: S                           :      1.733u      0.033s      0.089w     17 calls
| Grad: JK                          :    610.650u     22.733s     44.447w     17 calls
| | CorrGrad: Amn                   :    167.767u      7.050s     15.616w     17 calls
| | | Libint2ERI::Libint2ERI        :     60.117u      2.800s      6.728w    204 calls
| | CorrGrad: AB                    :    148.233u      5.617s      7.711w     17 calls
| | | Libint2ERI::Libint2ERI        :      0.833u      0.067s      0.042w    204 calls
| | CorrGrad: UV                    :     52.200u      3.100s      2.770w     17 calls
| | CorrGrad: ABx                   :      9.567u      0.300s      0.496w     17 calls
| | | Libint2ERI::Libint2ERI        :      0.150u      0.033s      0.006w     17 calls
| | CorrGrad: Amnx                  :    223.600u      5.850s     17.318w     17 calls
| | | Libint2ERI::Libint2ERI        :     63.667u      2.833s      6.727w    204 calls

**************************************************************************************

Host: node74.bme.utexas.edu

Timers On : Tue Jun 14 13:45:33 2022
Timers Off: Tue Jun 14 13:46:01 2022

Wall Time:       27.72 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      1.783u      0.083s      0.190w      2 calls
Libint2ERI::Libint2ERI              :     16.250u      0.767s      2.454w     90 calls
DFH: initialize()                   :     38.700u      1.350s      2.022w      2 calls
DFH: AO Construction                :     10.550u      0.167s      0.538w      2 calls
DFH: AO-Met. Contraction            :     13.683u      0.450s      0.708w      2 calls
HF: Form core H                     :      0.533u      0.017s      0.027w      1 calls
HF: Form S/X                        :      0.267u      0.000s      0.014w      1 calls
HF: Guess                           :      3.317u      0.183s      0.176w      1 calls
SAD Guess                           :      3.283u      0.167s      0.173w      1 calls
HF: Form G                          :     40.050u      1.433s      2.076w     21 calls
JK: D                               :      0.100u      0.017s      0.005w     37 calls
JK: USO2AO                          :      0.067u      0.017s      0.001w     37 calls
JK: JK                              :     94.200u      3.433s      4.899w     37 calls
DFH: compute_JK()                   :     94.083u      3.433s      4.893w     37 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     37 calls
DFH: compute_J                      :      8.100u      0.167s      0.420w     37 calls
DFH: compute_K                      :     55.883u      0.217s      2.817w     37 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     37 calls
HF: Form F                          :      0.100u      0.000s      0.005w     21 calls
HF: Form D                          :      0.050u      0.000s      0.003w     21 calls
HF: DIIS                            :      7.233u      0.567s      0.401w     20 calls
HF: Form C                          :      4.950u      0.150s      0.257w     20 calls
DFMP2 Singles                       :      0.017u      0.000s      0.001w      1 calls
DFMP2 Aia                           :     15.683u      0.500s      1.355w      1 calls
DFMP2 (A|mn)                        :      9.650u      0.000s      0.484w      1 calls
DFMP2 (A|mn)C_mi                    :      0.567u      0.017s      0.029w      1 calls
DFMP2 (A|mi)C_na                    :      0.333u      0.017s      0.017w      1 calls
DFMP2 Aia Write                     :      0.367u      0.050s      0.021w      1 calls
DFMP2 iaB                           :     10.950u      0.450s      0.572w      1 calls
DFMP2 Metric                        :      5.967u      0.150s      0.307w      1 calls
DFMP2 Aia Read                      :      0.250u      0.033s      0.014w      1 calls
DFMP2 (ia|A)(A|Q)                   :      1.250u      0.017s      0.063w      1 calls
DFMP2 Bia Write                     :      0.433u      0.050s      0.025w      1 calls
DFMP2 Bia Read                      :      0.233u      0.050s      0.038w      3 calls
DFMP2 (ia|B)(B|Q)                   :      1.233u      0.000s      0.062w      1 calls
DFMP2 Cia Write                     :      0.367u      0.050s      0.021w      1 calls
DFMP2 aiB                           :      1.150u      0.133s      0.065w      1 calls
DFMP2 Tij                           :     18.100u      0.517s      1.100w      1 calls
DFMP2 Cia Read                      :      0.233u      0.050s      0.025w      2 calls
DFMP2 I                             :     12.400u      0.067s      0.628w      2 calls
DFMP2 T2                            :      2.033u      0.000s      0.102w      2 calls
DFMP2 G                             :      6.600u      0.033s      0.332w      1 calls
DFMP2 Pab                           :      1.967u      0.000s      0.099w      1 calls
DFMP2 Gia Write                     :      0.367u      0.050s      0.021w      1 calls
DFMP2 Tab                           :     11.883u      0.367s      0.672w      1 calls
DFMP2 Bai Read                      :      0.000u      0.017s      0.012w      1 calls
DFMP2 Qai Read                      :      0.017u      0.000s      0.014w      1 calls
DFMP2 Pij                           :      1.417u      0.033s      0.072w      1 calls
DFMP2 gamma                         :      2.467u      0.150s      0.132w      1 calls
DFMP2 Gia Read                      :      0.433u      0.067s      0.025w      2 calls
DFMP2 g                             :      1.300u      0.017s      0.066w      1 calls
DFMP2 Gia                           :      1.817u      0.183s      0.101w      1 calls
DFMP2 aiG Write                     :      0.300u      0.033s      0.017w      1 calls
