
Host: node37.bme.utexas.edu

Timers On : Mon Sep 21 14:45:44 2020
Timers Off: Mon Sep 21 14:46:07 2020

Wall Time:       22.98 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DIISManager::add_entry              :      0.000u      0.033s      0.011w     13 calls
DIISManager::extrapolate            :      0.017u      0.000s      0.021w     13 calls
bMatrix setup                       :      0.000u      0.000s      0.010w     13 calls
bMatrix pseudoinverse               :      0.017u      0.000s      0.001w     13 calls
New vector                          :      0.000u      0.000s      0.010w     13 calls
HF: Form C                          :      0.300u      0.000s      0.165w     13 calls
DFMP2 Singles                       :      0.017u      0.000s      0.002w      1 calls
DFMP2 Aia                           :      1.667u      0.083s      1.059w      1 calls
DFMP2 (A|mn)                        :      1.267u      0.000s      0.757w      1 calls
DFMP2 (A|mn)C_mi                    :      0.133u      0.000s      0.078w      1 calls
DFMP2 (A|mi)C_na                    :      0.033u      0.000s      0.025w      1 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.002w      1 calls
DFMP2 iaQ                           :      0.283u      0.000s      0.192w      1 calls
DFMP2 Metric                        :      0.200u      0.000s      0.117w      1 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.002w      1 calls
DFMP2 (Q|A)(A|ia)                   :      0.083u      0.000s      0.049w      2 calls
DFMP2 Qia Write                     :      0.000u      0.000s      0.002w      1 calls
DFMP2 Qia Read                      :      0.017u      0.000s      0.003w      3 calls
DFMP2 Bia Write                     :      0.000u      0.000s      0.003w      1 calls
DFMP2 aiQ                           :      0.000u      0.017s      0.014w      1 calls
DFMP2 Tij                           :      0.367u      0.017s      0.248w      1 calls
DFMP2 Cia Read                      :      0.000u      0.000s      0.003w      2 calls
DFMP2 I                             :      0.250u      0.000s      0.154w      2 calls
DFMP2 T2                            :      0.033u      0.000s      0.028w      2 calls
DFMP2 G                             :      0.133u      0.000s      0.078w      1 calls
DFMP2 Pab                           :      0.067u      0.000s      0.041w      1 calls
DFMP2 Gia Write                     :      0.000u      0.000s      0.003w      1 calls
DFMP2 Tab                           :      0.167u      0.017s      0.114w      1 calls
DFMP2 Qai Read                      :      0.000u      0.000s      0.002w      2 calls
DFMP2 Pij                           :      0.017u      0.000s      0.010w      1 calls
DFMP2 gamma                         :      0.050u      0.017s      0.037w      1 calls
DFMP2 Gia Read                      :      0.000u      0.000s      0.002w      2 calls
DFMP2 g                             :      0.050u      0.000s      0.025w      1 calls
