
Host: node37.bme.utexas.edu

Timers On : Mon Sep 21 14:44:23 2020
Timers Off: Mon Sep 21 14:44:53 2020

Wall Time:       29.37 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DFMP2 I                           :      6.500u      0.000s      0.976w      1 calls
| DFMP2 T2                          :      2.333u      0.000s      0.348w      1 calls
| DFMP2 Pij                         :      0.983u      0.000s      0.150w      1 calls
DFMP2 gamma                         :      1.383u      0.117s      0.228w      1 calls
| DFMP2 Gia Read                    :      0.067u      0.033s      0.015w      1 calls
| DFMP2 Cia Read                    :      0.050u      0.033s      0.014w      1 calls
| DFMP2 g                           :      1.000u      0.000s      0.149w      1 calls
DFMP2 Gia                           :      0.667u      0.217s      0.133w      1 calls
| DFMP2 Gia Read                    :      0.067u      0.033s      0.014w      1 calls
| DFMP2 aiG Write                   :      0.133u      0.067s      0.029w      1 calls
DFMP2 AB^x                          :      0.883u      0.050s      0.143w      1 calls
DFMP2 Amn^x                         :     67.600u      0.567s     10.684w      1 calls
DFMP2 L                             :     29.200u      0.983s      5.387w      1 calls
DFMP2 P                             :      0.050u      0.000s      0.010w      1 calls
DFMP2 W                             :      0.050u      0.017s      0.012w      1 calls
DFMP2 Z                             :     84.083u      2.167s     13.205w      1 calls
| DFH: sparsity prep                :      1.267u      0.067s      0.236w      1 calls
| DFH: initialize()                 :     23.817u      0.800s      3.906w      1 calls
| | DFH: AO Construction            :      8.917u      0.283s      1.448w      1 calls
| | DFH: AO-Met. Contraction        :     12.300u      0.450s      1.999w      1 calls
| JK: D                             :      0.033u      0.000s      0.006w     13 calls
| JK: USO2AO                        :      0.050u      0.000s      0.005w     13 calls
| JK: JK                            :     57.750u      1.233s      8.851w     13 calls
| | DFH: compute_JK()               :     57.750u      1.233s      8.851w     13 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     13 calls
| | | DFH: compute_J                :      5.600u      0.050s      0.842w     13 calls
| | | DFH: compute_K                :     52.100u      1.117s      7.987w     13 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls

**************************************************************************************
