CCl4-water_5_6_32-tinkermincart_0.8.alz 3.03740037
CCl4-water_5_6_32-tinkermincart_0.85.alz 0.38403652
CCl4-water_5_6_32-tinkermincart_0.9.alz -0.70055585
CCl4-water_5_6_32-tinkermincart_1.alz -1.01818147
CCl4-water_5_6_32-tinkermincart_1.1.alz -0.73003474
CCl4-water_5_6_32-tinkermincart_1.2.alz -0.45937704
CCl4-water_5_6_32-tinkermincart_1.4.alz -0.17324347
CCl4-water_5_7_34-tinkermincart_0.8.alz 1.03629642
CCl4-water_5_7_34-tinkermincart_0.85.alz -0.10326993
CCl4-water_5_7_34-tinkermincart_0.9.alz -0.60086132
CCl4-water_5_7_34-tinkermincart_1.alz -0.77131709
CCl4-water_5_7_34-tinkermincart_1.1.alz -0.61898544
CCl4-water_5_7_34-tinkermincart_1.2.alz -0.44664814
CCl4-water_5_7_34-tinkermincart_1.4.alz -0.22022332
CCl4-CCl4_5_6_27-tinkermincart_0.8.alz 2.42198003
CCl4-CCl4_5_6_27-tinkermincart_0.85.alz -0.46572249
CCl4-CCl4_5_6_27-tinkermincart_0.9.alz -1.57568171
CCl4-CCl4_5_6_27-tinkermincart_1.alz -1.74313907
CCl4-CCl4_5_6_27-tinkermincart_1.1.alz -1.26732773
CCl4-CCl4_5_6_27-tinkermincart_1.2.alz -0.84161737
CCl4-CCl4_5_6_27-tinkermincart_1.4.alz -0.36200741
