
Host: node37.bme.utexas.edu

Timers On : Mon Sep 21 14:19:33 2020
Timers Off: Mon Sep 21 14:21:23 2020

Wall Time:      110.27 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DFMP2 (A|mn)C_mi                  :      1.217u      0.000s      0.730w      4 calls
| DFMP2 (A|mi)C_na                  :      0.867u      0.000s      0.512w      4 calls
| DFMP2 Aia Write                   :      0.000u      0.067s      0.037w      4 calls
DFMP2 iaQ                           :      4.317u      0.317s      2.910w      1 calls
| DFMP2 Metric                      :      1.450u      0.017s      0.875w      1 calls
| DFMP2 Aia Read                    :      0.000u      0.033s      0.023w      1 calls
| DFMP2 (Q|A)(A|ia)                 :      2.783u      0.000s      1.675w      2 calls
| DFMP2 Qia Write                   :      0.000u      0.067s      0.038w      1 calls
| DFMP2 Qia Read                    :      0.017u      0.033s      0.021w      1 calls
| DFMP2 Bia Write                   :      0.000u      0.067s      0.037w      1 calls
DFMP2 aiQ                           :      0.017u      0.133s      0.104w      1 calls
DFMP2 Tij                           :     28.583u      0.400s     17.392w      1 calls
| DFMP2 Qia Read                    :      0.017u      0.067s      0.057w      6 calls
| DFMP2 Cia Read                    :      0.017u      0.050s      0.040w      4 calls
| DFMP2 I                           :     10.833u      0.000s      6.509w      4 calls
| DFMP2 T2                          :      1.283u      0.000s      0.771w      4 calls
| DFMP2 G                           :     11.000u      0.017s      6.615w      4 calls
| DFMP2 Pab                         :      5.083u      0.000s      3.047w      4 calls
| DFMP2 Gia Write                   :      0.000u      0.067s      0.037w      2 calls
DFMP2 Tab                           :     12.117u      0.283s      7.442w      1 calls
| DFMP2 Qai Read                    :      0.033u      0.067s      0.058w      6 calls
| DFMP2 I                           :     10.917u      0.000s      6.562w      4 calls
| DFMP2 T2                          :      0.433u      0.000s      0.257w      4 calls
| DFMP2 Pij                         :      0.450u      0.000s      0.267w      4 calls
DFMP2 gamma                         :      1.483u      0.133s      0.967w      1 calls
| DFMP2 Gia Read                    :      0.017u      0.033s      0.022w      1 calls
| DFMP2 Cia Read                    :      0.000u      0.033s      0.019w      1 calls
| DFMP2 g                           :      1.433u      0.000s      0.865w      1 calls
DFMP2 Gia                           :      0.117u      0.183s      0.187w      1 calls
| DFMP2 Gia Read                    :      0.000u      0.033s      0.018w      1 calls
| DFMP2 aiG Write                   :      0.000u      0.050s      0.030w      1 calls
DFMP2 AB^x                          :      0.483u      0.000s      0.299w      1 calls
DFMP2 Amn^x                         :    100.917u      0.250s     60.711w      1 calls
DFMP2 L                             :     39.850u      0.267s     24.073w      1 calls
DFMP2 P                             :      0.000u      0.000s      0.009w      1 calls
DFMP2 W                             :      0.033u      0.000s      0.020w      1 calls
DFMP2 Z                             :    210.883u     10.500s    132.439w      1 calls
| DFH: sparsity prep                :      0.417u      0.000s      0.252w      1 calls
| JK: (A|Q)^-1                      :      1.450u      1.033s      1.015w      1 calls
| JK: (A|mn)                        :     13.767u      0.000s      8.255w      2 calls
| JK: (Q|mn)                        :     19.750u      0.000s     11.842w      2 calls
| JK: (Q|mn) Write                  :      0.000u      0.700s      0.424w      2 calls
| JK: D                             :      0.050u      0.000s      0.023w     14 calls
| JK: USO2AO                        :      0.017u      0.000s      0.005w     14 calls
| JK: JK                            :    173.867u      8.567s    109.565w     14 calls
| | JK: (Q|mn) Read                 :      0.100u      6.050s      3.677w     45 calls
| | JK: J                           :      4.633u      0.017s      2.794w     45 calls
| | | JK: J1                        :      2.167u      0.000s      1.292w     51 calls
| | | JK: J2                        :      2.333u      0.017s      1.398w     51 calls
| | JK: K                           :    167.333u      0.067s    100.424w     45 calls
| | | JK: K1                        :    136.733u      0.033s     82.106w     90 calls
| | | JK: K2                        :     30.583u      0.033s     18.306w     51 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     14 calls

**************************************************************************************

Host: node37.bme.utexas.edu

Timers On : Mon Sep 21 15:35:33 2020
Timers Off: Mon Sep 21 15:35:35 2020

Wall Time:        2.60 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.050u      0.000s      0.024w      1 calls
DFH: initialize()                   :      0.783u      0.017s      0.489w      1 calls
DFH: AO Construction                :      0.250u      0.000s      0.154w      1 calls
DFH: AO-Met. Contraction            :      0.083u      0.000s      0.055w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.010w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.517u      0.000s      0.305w      1 calls
SAD Guess                           :      0.500u      0.000s      0.293w      1 calls
HF: Form G                          :      0.117u      0.000s      0.075w      9 calls
JK: D                               :      0.000u      0.000s      0.000w      9 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      9 calls
JK: JK                              :      0.117u      0.000s      0.075w      9 calls
DFH: compute_JK()                   :      0.117u      0.000s      0.074w      9 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      9 calls
DFH: compute_J                      :      0.017u      0.000s      0.006w      9 calls
DFH: compute_K                      :      0.100u      0.000s      0.069w      9 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      9 calls
HF: Form F                          :      0.000u      0.000s      0.000w      9 calls
HF: Form D                          :      0.000u      0.000s      0.000w      9 calls
HF: DIIS                            :      0.000u      0.000s      0.008w      8 calls
DIISManager::add_entry              :      0.000u      0.000s      0.003w      8 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.001w      8 calls
bMatrix setup                       :      0.000u      0.000s      0.000w      8 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.000w      8 calls
New vector                          :      0.000u      0.000s      0.000w      8 calls
HF: Form C                          :      0.000u      0.000s      0.002w      8 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.050u      0.000s      0.024w      1 calls
DFH: initialize()                   :      0.783u      0.017s      0.489w      1 calls
| DFH: AO Construction              :      0.250u      0.000s      0.154w      1 calls
| DFH: AO-Met. Contraction          :      0.083u      0.000s      0.055w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.010w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.517u      0.000s      0.305w      1 calls
| SAD Guess                         :      0.500u      0.000s      0.293w      1 calls
HF: Form G                          :      0.117u      0.000s      0.075w      9 calls
| JK: D                             :      0.000u      0.000s      0.000w      9 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      9 calls
| JK: JK                            :      0.117u      0.000s      0.075w      9 calls
| | DFH: compute_JK()               :      0.117u      0.000s      0.074w      9 calls
