
Host: node165.bme.utexas.edu

Timers On : Sat Nov 18 08:13:31 2023
Timers Off: Sat Nov 18 08:13:43 2023

Wall Time:       12.57 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form C                          :      1.033u      0.000s      0.205w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.817u      0.100s      0.573w      1 calls
| build grid                        :      1.767u      0.033s      0.335w      1 calls
| post-process grid                 :      1.050u      0.067s      0.238w      1 calls
DFH: sparsity prep                  :      0.050u      0.017s      0.033w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.017s      0.023w      1 calls
DFH: initialize()                   :     15.667u      0.450s      2.638w      1 calls
| Libint2ERI::Libint2ERI            :      0.117u      0.000s      0.021w      6 calls
| Libint2ErfERI::Libint2ErfERI      :      0.167u      0.000s      0.025w      1 calls
| DFH: AO Construction              :      2.083u      0.033s      0.291w      1 calls
| DFH: AO-Met. Contraction          :      2.683u      0.017s      0.382w      2 calls
| DFH: wAO Construction             :      3.350u      0.000s      0.531w      1 calls
| DFH: wAO Copy                     :      0.700u      0.017s      0.115w      1 calls
HF: Form core H                     :      0.450u      0.017s      0.120w      1 calls
HF: Form S/X                        :      0.050u      0.000s      0.007w      1 calls
HF: Guess                           :      1.300u      0.083s      0.330w      1 calls
| SAD Guess                         :      1.283u      0.083s      0.328w      1 calls
HF: Form G                          :     35.250u      5.200s      5.983w     10 calls
| RV: Form V                        :     29.467u      3.767s      4.817w     10 calls
| | Properties                      :      8.191p                          23820 calls
| | Functional                      :      3.648p                          23820 calls
| | V_xc                            :     12.013p                          23820 calls
| JK: D                             :      0.050u      0.000s      0.002w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     10 calls
| JK: JK                            :      5.517u      1.417s      1.129w     10 calls
| | DFH: compute_JK()               :      2.550u      0.617s      0.497w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.750u      0.050s      0.136w     10 calls
| | | DFH: compute_K                :      1.417u      0.400s      0.292w     10 calls
| | DFH: compute_wK()               :      2.967u      0.800s      0.631w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.083u      0.000s      0.029w     10 calls
HF: Form D                          :      0.117u      0.000s      0.017w     10 calls
HF: DIIS                            :      1.883u      0.133s      0.708w      9 calls
HF: Form C                          :      1.033u      0.000s      0.205w      9 calls

**************************************************************************************

Host: node165.bme.utexas.edu

Timers On : Sat Nov 18 08:14:41 2023
Timers Off: Sat Nov 18 08:14:53 2023

Wall Time:       11.40 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      2.967u      0.083s      0.782w      1 calls
build grid                          :      1.883u      0.033s      0.473w      1 calls
post-process grid                   :      1.083u      0.050s      0.309w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.035w      1 calls
Libint2ERI::Libint2ERI              :      0.167u      0.000s      0.047w      7 calls
DFH: initialize()                   :     11.483u      0.483s      1.628w      1 calls
Libint2ErfERI::Libint2ErfERI        :      0.167u      0.000s      0.032w      1 calls
DFH: AO Construction                :      2.100u      0.050s      0.258w      1 calls
DFH: AO-Met. Contraction            :      2.267u      0.117s      0.289w      2 calls
DFH: wAO Construction               :      2.317u      0.000s      0.278w      1 calls
DFH: wAO Copy                       :      0.500u      0.000s      0.062w      1 calls
HF: Form core H                     :      0.100u      0.000s      0.015w      1 calls
HF: Form S/X                        :      0.067u      0.017s      0.007w      1 calls
HF: Guess                           :      0.600u      0.033s      0.079w      1 calls
SAD Guess                           :      0.600u      0.033s      0.077w      1 calls
HF: Form G                          :     36.183u      2.917s      5.282w     10 calls
RV: Form V                          :     30.583u      2.117s      4.400w     10 calls
Properties                          :      6.377p                          23780 calls
Functional                          :      3.189p                          23780 calls
V_xc                                :     12.190p                          23780 calls
JK: D                               :      0.000u      0.000s      0.001w     10 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     10 calls
JK: JK                              :      5.517u      0.800s      0.864w     10 calls
DFH: compute_JK()                   :      2.350u      0.400s      0.378w     10 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     10 calls
DFH: compute_J                      :      0.517u      0.017s      0.074w     10 calls
DFH: compute_K                      :      1.350u      0.283s      0.227w     10 calls
DFH: compute_wK()                   :      3.167u      0.400s      0.484w     10 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.050u      0.000s      0.009w     10 calls
HF: Form D                          :      0.000u      0.000s      0.001w     10 calls
HF: DIIS                            :      1.317u      0.067s      0.199w      9 calls
HF: Form C                          :      0.417u      0.000s      0.056w      9 calls

--------------------------------------------------------------------------------------
V: Grid                             :      2.967u      0.083s      0.782w      1 calls
| build grid                        :      1.883u      0.033s      0.473w      1 calls
| post-process grid                 :      1.083u      0.050s      0.309w      1 calls
DFH: sparsity prep                  :      0.050u      0.000s      0.035w      1 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.024w      1 calls
DFH: initialize()                   :     11.483u      0.483s      1.628w      1 calls
| Libint2ERI::Libint2ERI            :      0.133u      0.000s      0.023w      6 calls
| Libint2ErfERI::Libint2ErfERI      :      0.167u      0.000s      0.032w      1 calls
| DFH: AO Construction              :      2.100u      0.050s      0.258w      1 calls
| DFH: AO-Met. Contraction          :      2.267u      0.117s      0.289w      2 calls
| DFH: wAO Construction             :      2.317u      0.000s      0.278w      1 calls
| DFH: wAO Copy                     :      0.500u      0.000s      0.062w      1 calls
HF: Form core H                     :      0.100u      0.000s      0.015w      1 calls
HF: Form S/X                        :      0.067u      0.017s      0.007w      1 calls
HF: Guess                           :      0.600u      0.033s      0.079w      1 calls
| SAD Guess                         :      0.600u      0.033s      0.077w      1 calls
HF: Form G                          :     36.183u      2.917s      5.282w     10 calls
| RV: Form V                        :     30.583u      2.117s      4.400w     10 calls
| | Properties                      :      6.377p                          23780 calls
| | Functional                      :      3.189p                          23780 calls
| | V_xc                            :     12.190p                          23780 calls
| JK: D                             :      0.000u      0.000s      0.001w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     10 calls
| JK: JK                            :      5.517u      0.800s      0.864w     10 calls
| | DFH: compute_JK()               :      2.350u      0.400s      0.378w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      0.517u      0.017s      0.074w     10 calls
| | | DFH: compute_K                :      1.350u      0.283s      0.227w     10 calls
| | DFH: compute_wK()               :      3.167u      0.400s      0.484w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
HF: Form F                          :      0.050u      0.000s      0.009w     10 calls
HF: Form D                          :      0.000u      0.000s      0.001w     10 calls
HF: DIIS                            :      1.317u      0.067s      0.199w      9 calls
HF: Form C                          :      0.417u      0.000s      0.056w      9 calls

**************************************************************************************

Host: node165.bme.utexas.edu

Timers On : Sat Nov 18 08:14:53 2023
Timers Off: Sat Nov 18 08:15:04 2023

Wall Time:       10.17 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      3.000u      0.083s      0.595w      1 calls
build grid                          :      2.133u      0.033s      0.360w      1 calls
post-process grid                   :      0.867u      0.050s      0.235w      1 calls
DFH: sparsity prep                  :      0.083u      0.000s      0.071w      1 calls
