
Host: node44.bme.utexas.edu

Timers On : Fri Nov  5 07:18:25 2021
Timers Off: Fri Nov  5 08:35:59 2021

Wall Time:     4654.47 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
JK: (A|mn)^R                        :    320.200u      1.833s    193.277w     15 calls
HF: Form core H                     :      0.067u      0.033s      0.456w     15 calls
HF: Form S/X                        :      0.900u      0.083s      0.571w     15 calls
HF: Guess                           :      0.850u      0.000s      0.513w     15 calls
| SAD Guess                         :      0.783u      0.000s      0.474w      1 calls
HF: Form G                          :   7546.067u    293.467s   4705.063w    187 calls
| RV: Form V                        :   2106.900u    105.183s   1327.651w    187 calls
| | Properties                      :    740.033u     66.867s    485.654w 1079077 calls
| | Functional                      :    484.500u     21.350s    302.435w 1079077 calls
| | V_xc                            :    863.317u     16.183s    529.426w 1079077 calls
| JK: D                             :      0.283u      0.083s      0.161w    187 calls
| JK: USO2AO                        :      0.083u      0.033s      0.075w    187 calls
| JK: JK                            :   5438.517u    188.133s   3376.952w    187 calls
| | JK: J                           :     38.900u     13.800s     31.672w    187 calls
| | | JK: J1                        :     22.983u     13.617s     22.059w    187 calls
| | | JK: J2                        :     15.667u      0.167s      9.515w    187 calls
| | JK: K                           :   2101.350u     10.317s   1267.424w    187 calls
| | | JK: K1                        :   1665.117u      7.217s   1003.727w    187 calls
| | | JK: K2                        :    436.167u      3.100s    263.669w    187 calls
| | JK: wK                          :   3247.217u     44.200s   1975.320w    561 calls
| | | JK: wK1                       :   2807.917u     40.667s   1709.455w   1122 calls
| | | JK: wK2                       :    439.217u      3.533s    265.800w    561 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    187 calls
HF: Form F                          :      0.133u      0.067s      0.091w    187 calls
HF: Form D                          :      0.133u      0.000s      0.140w    187 calls
HF: DIIS                            :      4.617u      0.850s      3.327w    186 calls
| DIISManager::add_entry            :      0.100u      0.267s      0.259w    172 calls
| DIISManager::extrapolate          :      0.550u      0.467s      0.554w    172 calls
| | bMatrix setup                   :      0.217u      0.250s      0.251w    172 calls
| | bMatrix pseudoinverse           :      0.050u      0.017s      0.017w    172 calls
| | New vector                      :      0.283u      0.200s      0.282w    172 calls
HF: Form C                          :     11.467u      0.133s      7.032w    186 calls
Grad: V T Perturb                   :     70.800u      0.017s     42.479w     15 calls
Grad: S                             :      0.450u      0.000s      0.297w     15 calls
Grad: JK                            :   5824.383u    129.233s   3573.931w     15 calls
| JKGrad: Amn                       :    521.083u     21.983s    325.860w     15 calls
| JKGrad: Awmn                      :    625.283u     20.750s    387.788w     15 calls
| JKGrad: AB                        :    287.683u      5.033s    175.707w     15 calls
| JKGrad: UV                        :    102.700u      3.800s     63.919w     15 calls
| JKGrad: ABx                       :     25.800u      0.583s     15.862w     15 calls
| JKGrad: Amnx                      :   4257.283u     75.933s   2600.377w     15 calls
Grad: XC                            :    358.900u      2.967s    217.162w     15 calls
| Properties                        :    168.317u      1.350s    102.551w  86556 calls
| Functional                        :     40.167u      0.467s     24.693w  86556 calls
| V_xc gradient                     :    148.383u      1.117s     88.979w  86556 calls

**************************************************************************************

Host: node44.bme.utexas.edu

Timers On : Fri Nov  5 14:49:59 2021
Timers Off: Fri Nov  5 20:52:20 2021

Wall Time:    21741.31 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :    676.750u      3.633s    408.335w     31 calls
JK: (A|mn)                          :   1853.417u     11.800s   1119.382w     31 calls
JK: (A|Q)^-1/2                      :    383.967u      2.467s    231.926w     31 calls
JK: (Q|mn)                          :    743.067u     14.600s    454.776w     31 calls
JK: (A|mn)^L                        :    545.783u      3.083s    329.373w     31 calls
JK: (A|Q)^-1                        :    379.917u      1.933s    229.149w     31 calls
JK: (Q|mn)^L                        :    737.383u     12.283s    449.885w     31 calls
JK: (A|mn)^R                        :    652.550u      4.417s    394.362w     31 calls
HF: Form core H                     :      0.083u      0.083s      4.579w     31 calls
HF: Form S/X                        :      2.200u      0.083s      1.365w     31 calls
HF: Guess                           :      0.867u      0.050s      0.542w     31 calls
SAD Guess                           :      0.783u      0.017s      0.467w      1 calls
HF: Form G                          :  15921.000u    708.967s   9981.219w    397 calls
RV: Form V                          :   4447.700u    251.767s   2820.401w    397 calls
Properties                          :   1945.617u    167.667s   1265.478w 2469824 calls
Functional                          :   1091.850u     49.850s    687.522w 2469824 calls
V_xc                                :   1804.700u     36.683s   1108.935w 2290942 calls
JK: D                               :      0.450u      0.117s      0.339w    397 calls
JK: USO2AO                          :      0.217u      0.033s      0.169w    397 calls
JK: JK                              :  11472.033u    456.733s   7159.782w    397 calls
JK: J                               :     86.317u     34.767s     72.639w    397 calls
JK: J1                              :     52.267u     34.567s     52.066w    397 calls
JK: J2                              :     33.783u      0.183s     20.353w    397 calls
JK: K                               :   4433.100u     34.400s   2681.321w    397 calls
JK: K1                              :   3521.750u     26.933s   2129.944w    397 calls
JK: K2                              :    911.233u      7.467s    551.314w    397 calls
JK: wK                              :   6844.283u    127.950s   4184.514w   1191 calls
JK: wK1                             :   5920.100u    114.950s   3622.060w   2382 calls
JK: wK2                             :    923.933u     12.967s    562.300w   1191 calls
JK: AO2USO                          :      0.000u      0.000s      0.002w    397 calls
HF: Form F                          :      0.250u      0.150s      0.208w    397 calls
HF: Form D                          :      0.467u      0.000s      0.299w    397 calls
HF: DIIS                            :      9.517u      2.233s      7.186w    396 calls
DIISManager::add_entry              :      0.100u      0.567s      0.626w    366 calls
DIISManager::extrapolate            :      0.967u      1.167s      1.221w    366 calls
bMatrix setup                       :      0.283u      0.650s      0.559w    366 calls
